region,state,county,population
South,Alabama,Autauga,56145
South,Alabama,Baldwin,229287
South,Alabama,Barbour,24589
South,Alabama,Bibb,22136
South,Alabama,Blount,57879
South,Alabama,Bullock,9976
South,Alabama,Butler,19504
South,Alabama,Calhoun,113469
South,Alabama,Chambers,32865
South,Alabama,Cherokee,26294
South,Alabama,Chilton,44397
South,Alabama,Choctaw,12418
South,Alabama,Clarke,23291
South,Alabama,Clay,13112
South,Alabama,Cleburne,14967
South,Alabama,Coffee,53230
South,Alabama,Colbert,55411
South,Alabama,Conecuh,11851
South,Alabama,Coosa,10650
South,Alabama,Covington,36930
South,Alabama,Crenshaw,13681
South,Alabama,Cullman,84515
South,Alabama,Dale,48959
South,Alabama,Dallas,36098
South,Alabama,DeKalb,71658
South,Alabama,Elmore,82158
South,Alabama,Escambia,36281
South,Alabama,Etowah,102371
South,Alabama,Fayette,16241
South,Alabama,Franklin,31507
South,Alabama,Geneva,26411
South,Alabama,Greene,7990
South,Alabama,Hale,14670
South,Alabama,Henry,17223
South,Alabama,Houston,106580
South,Alabama,Jackson,51582
South,Alabama,Jefferson,655342
South,Alabama,Lamar,13764
South,Alabama,Lauderdale,93368
South,Alabama,Lawrence,32857
South,Alabama,Lee,166831
South,Alabama,Limestone,102228
South,Alabama,Lowndes,9641
South,Alabama,Macon,17895
South,Alabama,Madison,379453
South,Alabama,Marengo,18733
South,Alabama,Marion,29703
South,Alabama,Marshall,96990
South,Alabama,Mobile,412716
South,Alabama,Monroe,20459
South,Alabama,Montgomery,224639
South,Alabama,Morgan,119883
South,Alabama,Perry,8687
South,Alabama,Pickens,19793
South,Alabama,Pike,32966
South,Alabama,Randolph,22920
South,Alabama,Russell,58237
South,Alabama,St. Clair,90739
South,Alabama,Shelby,221428
South,Alabama,Sumter,12225
South,Alabama,Talladega,79985
South,Alabama,Tallapoosa,40133
South,Alabama,Tuscaloosa,210758
South,Alabama,Walker,63143
South,Alabama,Washington,15976
South,Alabama,Wilcox,10206
South,Alabama,Winston,23508
West,Alaska,Aleutians East Borough,3401
West,Alaska,Aleutians West Census Area,5680
West,Alaska,Anchorage Municipality,287095
West,Alaska,Bethel Census Area,18437
West,Alaska,Bristol Bay Borough,788
West,Alaska,Chugach Census Area,6427
West,Alaska,Copper River Census Area,2919
West,Alaska,Denali Borough,2081
West,Alaska,Dillingham Census Area,4833
West,Alaska,Fairbanks North Star Borough,95651
West,Alaska,Haines Borough,2614
West,Alaska,Hoonah-Angoon Census Area,2141
West,Alaska,Juneau City and Borough,31849
West,Alaska,Kenai Peninsula Borough,59414
West,Alaska,Ketchikan Gateway Borough,13747
West,Alaska,Kodiak Island Borough,12992
West,Alaska,Kusilvak Census Area,8328
West,Alaska,Lake and Peninsula Borough,1493
West,Alaska,Matanuska-Susitna Borough,110213
West,Alaska,Nome Census Area,9909
West,Alaska,North Slope Borough,9294
West,Alaska,Northwest Arctic Borough,7644
West,Alaska,Petersburg Borough,3296
West,Alaska,Prince of Wales-Hyder Census Area,6147
West,Alaska,Sitka City and Borough,8405
West,Alaska,Skagway Municipality,1179
West,Alaska,Southeast Fairbanks Census Area,6957
West,Alaska,Wrangell City and Borough,2510
West,Alaska,Yakutat City and Borough,637
West,Alaska,Yukon-Koyukuk Census Area,5077
West,Arizona,Apache,71875
West,Arizona,Cochise,127450
West,Arizona,Coconino,142481
West,Arizona,Gila,54303
West,Arizona,Graham,39211
West,Arizona,Greenlee,9341
West,Arizona,La Paz,21480
West,Arizona,Maricopa,4579081
West,Arizona,Mohave,217206
West,Arizona,Navajo,112112
West,Arizona,Pima,1061175
West,Arizona,Pinal,480828
West,Arizona,Santa Cruz,46808
West,Arizona,Yavapai,240226
West,Arizona,Yuma,217824
South,Arkansas,Arkansas,17383
South,Arkansas,Ashley,19339
South,Arkansas,Baxter,42242
South,Arkansas,Benton,288774
South,Arkansas,Boone,37625
South,Arkansas,Bradley,10639
South,Arkansas,Calhoun,5113
South,Arkansas,Carroll,28276
South,Arkansas,Chicot,9924
South,Arkansas,Clark,22103
South,Arkansas,Clay,14375
South,Arkansas,Cleburne,24935
South,Arkansas,Cleveland,7957
South,Arkansas,Columbia,23331
South,Arkansas,Conway,21037
South,Arkansas,Craighead,112245
South,Arkansas,Crawford,63409
South,Arkansas,Crittenden,47616
South,Arkansas,Cross,16142
South,Arkansas,Dallas,6802
South,Arkansas,Desha,11110
South,Arkansas,Drew,17977
South,Arkansas,Faulkner,126919
South,Arkansas,Franklin,17897
South,Arkansas,Fulton,12381
South,Arkansas,Garland,99789
South,Arkansas,Grant,18449
South,Arkansas,Greene,45597
South,Arkansas,Hempstead,21253
South,Arkansas,Hot Spring,33787
South,Arkansas,Howard,13109
South,Arkansas,Independence,37757
South,Arkansas,Izard,13613
South,Arkansas,Jackson,16636
South,Arkansas,Jefferson,65377
South,Arkansas,Johnson,26513
South,Arkansas,Lafayette,6596
South,Arkansas,Lawrence,16410
South,Arkansas,Lee,8513
South,Arkansas,Lincoln,12944
South,Arkansas,Little River,12180
South,Arkansas,Logan,21410
South,Arkansas,Lonoke,73921
South,Arkansas,Madison,16644
South,Arkansas,Marion,16790
South,Arkansas,Miller,43177
South,Arkansas,Mississippi,40066
South,Arkansas,Monroe,6584
South,Arkansas,Montgomery,9006
South,Arkansas,Nevada,8099
South,Arkansas,Newton,7602
South,Arkansas,Ouachita,23167
South,Arkansas,Perry,10327
South,Arkansas,Phillips,17299
South,Arkansas,Pike,10643
South,Arkansas,Poinsett,23283
South,Arkansas,Polk,19707
South,Arkansas,Pope,64334
South,Arkansas,Prairie,7966
South,Arkansas,Pulaski,392980
South,Arkansas,Randolph,18247
South,Arkansas,St. Francis,24682
South,Arkansas,Saline,123968
South,Arkansas,Scott,10164
South,Arkansas,Searcy,7842
South,Arkansas,Sebastian,127590
South,Arkansas,Sevier,16702
South,Arkansas,Sharp,17424
South,Arkansas,Stone,12674
South,Arkansas,Union,38219
South,Arkansas,Van Buren,16541
South,Arkansas,Washington,243216
South,Arkansas,White,78729
South,Arkansas,Woodruff,6264
South,Arkansas,Yell,21181
West,California,Alameda,1662323
West,California,Alpine,1119
West,California,Amador,40083
West,California,Butte,212744
West,California,Calaveras,46308
West,California,Colusa,21558
West,California,Contra Costa,1152333
West,California,Del Norte,27968
West,California,El Dorado,192925
West,California,Fresno,1000918
West,California,Glenn,28283
West,California,Humboldt,134977
West,California,Imperial,180267
West,California,Inyo,18046
West,California,Kern,901362
West,California,Kings,152692
West,California,Lake,64479
West,California,Lassen,30016
West,California,Los Angeles,9943046
West,California,Madera,157761
West,California,Marin,257332
West,California,Mariposa,17160
West,California,Mendocino,86061
West,California,Merced,279252
West,California,Modoc,8763
West,California,Mono,14534
West,California,Monterey,430906
West,California,Napa,135965
West,California,Nevada,99606
West,California,Orange,3166857
West,California,Placer,402950
West,California,Plumas,18967
West,California,Riverside,2489188
West,California,Sacramento,1559146
West,California,San Benito,64055
West,California,San Bernardino,2189183
West,California,San Diego,3332427
West,California,San Francisco,866606
West,California,San Joaquin,767967
West,California,San Luis Obispo,282249
West,California,San Mateo,758308
West,California,Santa Barbara,444766
West,California,Santa Clara,1907105
West,California,Santa Cruz,269925
West,California,Shasta,179027
West,California,Sierra,2920
West,California,Siskiyou,43245
West,California,Solano,446935
West,California,Sonoma,489819
West,California,Stanislaus,550081
West,California,Sutter,96385
West,California,Tehama,64494
West,California,Trinity,12216
West,California,Tulare,468680
West,California,Tuolumne,54515
West,California,Ventura,841387
West,California,Yolo,219728
West,California,Yuba,80160
West,Colorado,Adams,519883
West,Colorado,Alamosa,16180
West,Colorado,Arapahoe,657452
West,Colorado,Archuleta,14196
West,Colorado,Baca,3555
West,Colorado,Bent,5356
West,Colorado,Boulder,327171
West,Colorado,Broomfield,72236
West,Colorado,Chaffee,20661
West,Colorado,Cheyenne,1795
West,Colorado,Clear Creek,9586
West,Colorado,Conejos,8143
West,Colorado,Costilla,3921
West,Colorado,Crowley,5696
West,Colorado,Custer,5183
West,Colorado,Delta,31067
West,Colorado,Denver,735538
West,Colorado,Dolores,2096
West,Colorado,Douglas,360750
West,Colorado,Eagle,54929
West,Colorado,Elbert,27313
West,Colorado,El Paso,728310
West,Colorado,Fremont,47867
West,Colorado,Garfield,60366
West,Colorado,Gilpin,6235
West,Colorado,Grand,15794
West,Colorado,Gunnison,17593
West,Colorado,Hinsdale,808
West,Colorado,Huerfano,6883
West,Colorado,Jackson,1389
West,Colorado,Jefferson,583283
West,Colorado,Kiowa,1458
West,Colorado,Kit Carson,7121
West,Colorado,Lake,7987
West,Colorado,La Plata,56564
West,Colorado,Larimer,360428
West,Colorado,Las Animas,14420
West,Colorado,Lincoln,5680
West,Colorado,Logan,21974
West,Colorado,Mesa,155603
West,Colorado,Mineral,773
West,Colorado,Moffat,13144
West,Colorado,Montezuma,26408
West,Colorado,Montrose,43322
West,Colorado,Morgan,28941
West,Colorado,Otero,18201
West,Colorado,Ouray,5001
West,Colorado,Park,18955
West,Colorado,Phillips,4367
West,Colorado,Pitkin,17894
West,Colorado,Prowers,12106
West,Colorado,Pueblo,169823
West,Colorado,Rio Blanco,6342
West,Colorado,Rio Grande,11296
West,Colorado,Routt,25560
West,Colorado,Saguache,6938
West,Colorado,San Juan,748
West,Colorado,San Miguel,8105
West,Colorado,Sedgwick,2260
West,Colorado,Summit,30631
West,Colorado,Teller,25529
West,Colorado,Washington,4875
West,Colorado,Weld,333983
West,Colorado,Yuma,10047
Northeast,Connecticut,Fairfield,942426
Northeast,Connecticut,Hartford,889226
Northeast,Connecticut,Litchfield,179610
Northeast,Connecticut,Middlesex,161657
Northeast,Connecticut,New Haven,851948
Northeast,Connecticut,New London,264999
Northeast,Connecticut,Tolland,150600
Northeast,Connecticut,Windham,116540
South,Delaware,Kent,183643
South,Delaware,New Castle,561531
South,Delaware,Sussex,241635
South,District of Columbia,District of Columbia,712816
South,Florida,Alachua,271218
South,Florida,Baker,29566
South,Florida,Bay,171322
South,Florida,Bradford,28593
South,Florida,Brevard,608459
South,Florida,Broward,1958105
South,Florida,Calhoun,14078
South,Florida,Charlotte,194711
South,Florida,Citrus,153010
South,Florida,Clay,221770
South,Florida,Collier,392973
South,Florida,Columbia,72654
South,Florida,DeSoto,38520
South,Florida,Dixie,17057
South,Florida,Duval,966728
South,Florida,Escambia,322364
South,Florida,Flagler,118451
South,Florida,Franklin,12201
South,Florida,Gadsden,45277
South,Florida,Gilchrist,18885
South,Florida,Glades,14198
South,Florida,Gulf,13534
South,Florida,Hamilton,14521
South,Florida,Hardee,26822
South,Florida,Hendry,42813
South,Florida,Hernando,198792
South,Florida,Highlands,106639
South,Florida,Hillsborough,1497957
South,Florida,Holmes,19594
South,Florida,Indian River,162518
South,Florida,Jackson,46085
South,Florida,Jefferson,14543
South,Florida,Lafayette,8482
South,Florida,Lake,375492
South,Florida,Lee,790767
South,Florida,Leon,295460
South,Florida,Levy,42214
South,Florida,Liberty,8364
South,Florida,Madison,18707
South,Florida,Manatee,411219
South,Florida,Marion,373513
South,Florida,Martin,162088
South,Florida,Miami-Dade,2707303
South,Florida,Monroe,73900
South,Florida,Nassau,91113
South,Florida,Okaloosa,212820
South,Florida,Okeechobee,42297
South,Florida,Orange,1404396
South,Florida,Osceola,385315
South,Florida,Palm Beach,1507600
South,Florida,Pasco,570412
South,Florida,Pinellas,976802
South,Florida,Polk,744552
South,Florida,Putnam,74815
South,Florida,St. Johns,278715
South,Florida,St. Lucie,337186
South,Florida,Santa Rosa,189139
South,Florida,Sarasota,443465
South,Florida,Seminole,474171
South,Florida,Sumter,139018
South,Florida,Suwannee,44851
South,Florida,Taylor,21600
South,Florida,Union,15182
South,Florida,Volusia,561497
South,Florida,Wakulla,34319
South,Florida,Walton,76648
South,Florida,Washington,25932
South,Georgia,Appling,18325
South,Georgia,Atkinson,8393
South,Georgia,Bacon,11036
South,Georgia,Baker,2971
South,Georgia,Baldwin,45099
South,Georgia,Banks,19352
South,Georgia,Barrow,85588
South,Georgia,Bartow,109426
South,Georgia,Ben Hill,16614
South,Georgia,Berrien,19408
South,Georgia,Bibb,152737
South,Georgia,Bleckley,12955
South,Georgia,Brantley,19202
South,Georgia,Brooks,15357
South,Georgia,Bryan,40755
South,Georgia,Bulloch,80839
South,Georgia,Burke,22648
South,Georgia,Butts,25426
South,Georgia,Calhoun,6231
South,Georgia,Camden,55388
South,Georgia,Candler,10985
South,Georgia,Carroll,121633
South,Georgia,Catoosa,67996
South,Georgia,Charlton,13430
South,Georgia,Chatham,289463
South,Georgia,Chattahoochee,10551
South,Georgia,Chattooga,24843
South,Georgia,Cherokee,265274
South,Georgia,Clarke,127795
South,Georgia,Clay,2866
South,Georgia,Clayton,292646
South,Georgia,Clinch,6582
South,Georgia,Cobb,762944
South,Georgia,Coffee,43218
South,Georgia,Colquitt,45542
South,Georgia,Columbia,160377
South,Georgia,Cook,17291
South,Georgia,Coweta,150849
South,Georgia,Crawford,12231
South,Georgia,Crisp,22034
South,Georgia,Dade,16057
South,Georgia,Dawson,27113
South,Georgia,Decatur,26457
South,Georgia,DeKalb,762009
South,Georgia,Dodge,20452
South,Georgia,Dooly,13174
South,Georgia,Dougherty,86477
South,Georgia,Douglas,147988
South,Georgia,Early,10037
South,Georgia,Echols,4002
South,Georgia,Effingham,65765
South,Georgia,Elbert,19335
South,Georgia,Emanuel,22507
South,Georgia,Evans,10638
South,Georgia,Fannin,26521
South,Georgia,Fayette,115821
South,Georgia,Floyd,98604
South,Georgia,Forsyth,250847
South,Georgia,Franklin,23504
South,Georgia,Fulton,1077402
South,Georgia,Gilmer,31978
South,Georgia,Glascock,2984
South,Georgia,Glynn,85568
South,Georgia,Gordon,58780
South,Georgia,Grady,24491
South,Georgia,Greene,18837
South,Georgia,Gwinnett,942627
South,Georgia,Habersham,46047
South,Georgia,Hall,206591
South,Georgia,Hancock,8494
South,Georgia,Haralson,30383
South,Georgia,Harris,36080
South,Georgia,Hart,26406
South,Georgia,Heard,11973
South,Georgia,Henry,239139
South,Georgia,Houston,160110
South,Georgia,Irwin,9387
South,Georgia,Jackson,76199
South,Georgia,Jasper,14483
South,Georgia,Jeff Davis,15213
South,Georgia,Jefferson,15267
South,Georgia,Jenkins,8746
South,Georgia,Johnson,9667
South,Georgia,Jones,28787
South,Georgia,Lamar,19261
South,Georgia,Lanier,10737
South,Georgia,Laurens,47512
South,Georgia,Lee,30234
South,Georgia,Liberty,63004
South,Georgia,Lincoln,8031
South,Georgia,Long,20171
South,Georgia,Lowndes,118268
South,Georgia,Lumpkin,34186
South,Georgia,McDuffie,21162
South,Georgia,McIntosh,14387
South,Georgia,Macon,12712
South,Georgia,Madison,30457
South,Georgia,Marion,8516
South,Georgia,Meriwether,21164
South,Georgia,Miller,5622
South,Georgia,Mitchell,21602
South,Georgia,Monroe,28042
South,Georgia,Montgomery,9012
South,Georgia,Morgan,19636
South,Georgia,Murray,40032
South,Georgia,Muscogee,196442
South,Georgia,Newton,113295
South,Georgia,Oconee,41124
South,Georgia,Oglethorpe,15383
South,Georgia,Paulding,173359
South,Georgia,Peach,27950
South,Georgia,Pickens,33127
South,Georgia,Pierce,19522
South,Georgia,Pike,19121
South,Georgia,Polk,42840
South,Georgia,Pulaski,11191
South,Georgia,Putnam,22520
South,Georgia,Quitman,2271
South,Georgia,Rabun,17273
South,Georgia,Randolph,6682
South,Georgia,Richmond,202079
South,Georgia,Rockdale,90939
South,Georgia,Schley,5196
South,Georgia,Screven,14012
South,Georgia,Seminole,8060
South,Georgia,Spalding,67414
South,Georgia,Stephens,26107
South,Georgia,Stewart,6689
South,Georgia,Sumter,29282
South,Georgia,Talbot,6143
South,Georgia,Taliaferro,1562
South,Georgia,Tattnall,25365
South,Georgia,Taylor,8074
South,Georgia,Telfair,15781
South,Georgia,Terrell,8523
South,Georgia,Thomas,44372
South,Georgia,Tift,40719
South,Georgia,Toombs,26973
South,Georgia,Towns,12247
South,Georgia,Treutlen,6822
South,Georgia,Troup,70214
South,Georgia,Turner,7882
South,Georgia,Twiggs,8103
South,Georgia,Union,25358
South,Georgia,Upson,26527
South,Georgia,Walker,70116
South,Georgia,Walton,96875
South,Georgia,Ware,35826
South,Georgia,Warren,5232
South,Georgia,Washington,20150
South,Georgia,Wayne,30023
South,Georgia,Webster,2595
South,Georgia,Wheeler,7751
South,Georgia,White,31094
South,Georgia,Whitfield,103837
South,Georgia,Wilcox,8502
South,Georgia,Wilkes,9694
South,Georgia,Wilkinson,8812
South,Georgia,Worth,19972
West,Hawaii,Hawaii,203340
West,Hawaii,Honolulu,963826
West,Hawaii,Kalawao,87
West,Hawaii,Kauai,71851
West,Hawaii,Maui,167902
West,Idaho,Ada,494399
West,Idaho,Adams,4447
West,Idaho,Bannock,88795
West,Idaho,Bear Lake,6143
West,Idaho,Benewah,9430
West,Idaho,Bingham,47202
West,Idaho,Blaine,23426
West,Idaho,Boise,8065
West,Idaho,Bonner,46817
West,Idaho,Bonneville,122134
West,Idaho,Boundary,12656
West,Idaho,Butte,2646
West,Idaho,Camas,1130
West,Idaho,Canyon,237053
West,Idaho,Caribou,7123
West,Idaho,Cassia,24277
West,Idaho,Clark,852
West,Idaho,Clearwater,8846
West,Idaho,Custer,4249
West,Idaho,Elmore,27448
West,Idaho,Franklin,14215
West,Idaho,Fremont,13218
West,Idaho,Gem,18703
West,Idaho,Gooding,15618
West,Idaho,Idaho,16823
West,Idaho,Jefferson,30581
West,Idaho,Jerome,24578
West,Idaho,Kootenai,170628
West,Idaho,Latah,40830
West,Idaho,Lemhi,8054
West,Idaho,Lewis,3838
West,Idaho,Lincoln,5358
West,Idaho,Madison,40318
West,Idaho,Minidoka,21216
West,Idaho,Nez Perce,40755
West,Idaho,Oneida,4520
West,Idaho,Owyhee,12133
West,Idaho,Payette,24771
West,Idaho,Power,7643
West,Idaho,Shoshone,12911
West,Idaho,Teton,12501
West,Idaho,Twin Falls,88411
West,Idaho,Valley,11792
West,Idaho,Washington,10360
Midwest,Illinois,Adams,64783
Midwest,Illinois,Alexander,5497
Midwest,Illinois,Bond,16262
Midwest,Illinois,Boone,52777
Midwest,Illinois,Brown,6546
Midwest,Illinois,Bureau,32303
Midwest,Illinois,Calhoun,4616
Midwest,Illinois,Carroll,14241
Midwest,Illinois,Cass,11925
Midwest,Illinois,Champaign,209192
Midwest,Illinois,Christian,32075
Midwest,Illinois,Clark,15268
Midwest,Illinois,Clay,13079
Midwest,Illinois,Clinton,37398
Midwest,Illinois,Coles,50383
Midwest,Illinois,Cook,5108284
Midwest,Illinois,Crawford,18512
Midwest,Illinois,Cumberland,10649
Midwest,Illinois,DeKalb,104491
Midwest,Illinois,De Witt,15368
Midwest,Illinois,Douglas,19510
Midwest,Illinois,DuPage,917481
Midwest,Illinois,Edgar,16858
Midwest,Illinois,Edwards,6356
Midwest,Illinois,Effingham,34065
Midwest,Illinois,Fayette,21264
Midwest,Illinois,Ford,12949
Midwest,Illinois,Franklin,38060
Midwest,Illinois,Fulton,33690
Midwest,Illinois,Gallatin,4793
Midwest,Illinois,Greene,12702
Midwest,Illinois,Grundy,50993
Midwest,Illinois,Hamilton,8084
Midwest,Illinois,Hancock,17422
Midwest,Illinois,Hardin,3808
Midwest,Illinois,Henderson,6535
Midwest,Illinois,Henry,48411
Midwest,Illinois,Iroquois,26711
Midwest,Illinois,Jackson,56675
Midwest,Illinois,Jasper,9465
Midwest,Illinois,Jefferson,37235
Midwest,Illinois,Jersey,21616
Midwest,Illinois,Jo Daviess,21239
Midwest,Illinois,Johnson,12358
Midwest,Illinois,Kane,531010
Midwest,Illinois,Kankakee,108594
Midwest,Illinois,Kendall,130638
Midwest,Illinois,Knox,49053
Midwest,Illinois,Lake,693593
Midwest,Illinois,LaSalle,107571
Midwest,Illinois,Lawrence,15467
Midwest,Illinois,Lee,33647
Midwest,Illinois,Livingston,35414
Midwest,Illinois,Logan,28383
Midwest,Illinois,McDonough,29295
Midwest,Illinois,McHenry,305888
Midwest,Illinois,McLean,171256
Midwest,Illinois,Macon,103015
Midwest,Illinois,Macoupin,44567
Midwest,Illinois,Madison,262635
Midwest,Illinois,Marion,37045
Midwest,Illinois,Marshall,11309
Midwest,Illinois,Mason,13173
Midwest,Illinois,Massac,13636
Midwest,Illinois,Menard,12068
Midwest,Illinois,Mercer,15225
Midwest,Illinois,Monroe,34739
Midwest,Illinois,Montgomery,28045
Midwest,Illinois,Morgan,33400
Midwest,Illinois,Moultrie,14347
Midwest,Illinois,Ogle,50306
Midwest,Illinois,Peoria,177652
Midwest,Illinois,Perry,20664
Midwest,Illinois,Piatt,16355
Midwest,Illinois,Pike,15239
Midwest,Illinois,Pope,4142
Midwest,Illinois,Pulaski,5201
Midwest,Illinois,Putnam,5716
Midwest,Illinois,Randolph,31351
Midwest,Illinois,Richland,15507
Midwest,Illinois,Rock Island,140907
Midwest,Illinois,St. Clair,258046
Midwest,Illinois,Saline,23182
Midwest,Illinois,Sangamon,193882
Midwest,Illinois,Schuyler,6738
Midwest,Illinois,Scott,4950
Midwest,Illinois,Shelby,21299
Midwest,Illinois,Stark,5262
Midwest,Illinois,Stephenson,43831
Midwest,Illinois,Tazewell,130777
Midwest,Illinois,Union,16498
Midwest,Illinois,Vermilion,74855
Midwest,Illinois,Wabash,11190
Midwest,Illinois,Warren,16696
Midwest,Illinois,Washington,13764
Midwest,Illinois,Wayne,16031
Midwest,Illinois,White,13364
Midwest,Illinois,Whiteside,54656
Midwest,Illinois,Will,688726
Midwest,Illinois,Williamson,66415
Midwest,Illinois,Winnebago,281295
Midwest,Illinois,Woodford,38091
Midwest,Indiana,Adams,35839
Midwest,Indiana,Allen,382187
Midwest,Indiana,Bartholomew,84447
Midwest,Indiana,Benton,8741
Midwest,Indiana,Blackford,11782
Midwest,Indiana,Boone,69347
Midwest,Indiana,Brown,15112
Midwest,Indiana,Carroll,20228
Midwest,Indiana,Cass,37388
Midwest,Indiana,Clark,119266
Midwest,Indiana,Clay,26246
Midwest,Indiana,Clinton,32206
Midwest,Indiana,Crawford,10629
Midwest,Indiana,Daviess,33505
Midwest,Indiana,Dearborn,49824
Midwest,Indiana,Decatur,26584
Midwest,Indiana,DeKalb,43670
Midwest,Indiana,Delaware,113454
Midwest,Indiana,Dubois,42542
Midwest,Indiana,Elkhart,206161
Midwest,Indiana,Fayette,22892
Midwest,Indiana,Floyd,78936
Midwest,Indiana,Fountain,16511
Midwest,Indiana,Franklin,22761
Midwest,Indiana,Fulton,20018
Midwest,Indiana,Gibson,33825
Midwest,Indiana,Grant,65225
Midwest,Indiana,Greene,32203
Midwest,Indiana,Hamilton,344238
Midwest,Indiana,Hancock,79553
Midwest,Indiana,Harrison,40682
Midwest,Indiana,Hendricks,173251
Midwest,Indiana,Henry,48033
Midwest,Indiana,Howard,82732
Midwest,Indiana,Huntington,36395
Midwest,Indiana,Jackson,44222
Midwest,Indiana,Jasper,33440
Midwest,Indiana,Jay,20416
Midwest,Indiana,Jefferson,32110
Midwest,Indiana,Jennings,27515
Midwest,Indiana,Johnson,160607
Midwest,Indiana,Knox,36522
Midwest,Indiana,Kosciusko,78988
Midwest,Indiana,LaGrange,40119
Midwest,Indiana,Lake,487536
Midwest,Indiana,LaPorte,109663
Midwest,Indiana,Lawrence,45496
Midwest,Indiana,Madison,129681
Midwest,Indiana,Marion,966183
Midwest,Indiana,Marshall,46108
Midwest,Indiana,Martin,10079
Midwest,Indiana,Miami,35328
Midwest,Indiana,Monroe,148219
Midwest,Indiana,Montgomery,38365
Midwest,Indiana,Morgan,70707
Midwest,Indiana,Newton,13907
Midwest,Indiana,Noble,47832
Midwest,Indiana,Ohio,5892
Midwest,Indiana,Orange,19651
Midwest,Indiana,Owen,20833
Midwest,Indiana,Parke,16871
Midwest,Indiana,Perry,19154
Midwest,Indiana,Pike,12378
Midwest,Indiana,Porter,170980
Midwest,Indiana,Posey,25275
Midwest,Indiana,Pulaski,12388
Midwest,Indiana,Putnam,37469
Midwest,Indiana,Randolph,24191
Midwest,Indiana,Ripley,28448
Midwest,Indiana,Rush,16649
Midwest,Indiana,St. Joseph,271484
Midwest,Indiana,Scott,23788
Midwest,Indiana,Shelby,44871
Midwest,Indiana,Spencer,20225
Midwest,Indiana,Starke,23049
Midwest,Indiana,Steuben,34831
Midwest,Indiana,Sullivan,20578
Midwest,Indiana,Switzerland,10724
Midwest,Indiana,Tippecanoe,196115
Midwest,Indiana,Tipton,15227
Midwest,Indiana,Union,7119
Midwest,Indiana,Vanderburgh,182447
Midwest,Indiana,Vermillion,15329
Midwest,Indiana,Vigo,106608
Midwest,Indiana,Wabash,30784
Midwest,Indiana,Warren,8194
Midwest,Indiana,Warrick,63269
Midwest,Indiana,Washington,28213
Midwest,Indiana,Wayne,65778
Midwest,Indiana,Wells,28142
Midwest,Indiana,White,24165
Midwest,Indiana,Whitley,34378
Midwest,Iowa,Adair,7059
Midwest,Iowa,Adams,3588
Midwest,Iowa,Allamakee,13642
Midwest,Iowa,Appanoose,12430
Midwest,Iowa,Audubon,5481
Midwest,Iowa,Benton,25414
Midwest,Iowa,Black Hawk,130786
Midwest,Iowa,Boone,26277
Midwest,Iowa,Bremer,25311
Midwest,Iowa,Buchanan,21287
Midwest,Iowa,Buena Vista,19772
Midwest,Iowa,Butler,14333
Midwest,Iowa,Calhoun,9473
Midwest,Iowa,Carroll,19914
Midwest,Iowa,Cass,12817
Midwest,Iowa,Cedar,18485
Midwest,Iowa,Cerro Gordo,42103
Midwest,Iowa,Cherokee,11190
Midwest,Iowa,Chickasaw,11834
Midwest,Iowa,Clarke,9353
Midwest,Iowa,Clay,15976
Midwest,Iowa,Clayton,17321
Midwest,Iowa,Clinton,46392
