region,state,county,population
Midwest,Iowa,Crawford,16834
Midwest,Iowa,Dallas,96963
Midwest,Iowa,Davis,9051
Midwest,Iowa,Decatur,7769
Midwest,Iowa,Delaware,16937
Midwest,Iowa,Des Moines,38708
Midwest,Iowa,Dickinson,17549
Midwest,Iowa,Dubuque,97590
Midwest,Iowa,Emmet,9095
Midwest,Iowa,Fayette,19258
Midwest,Iowa,Floyd,15480
Midwest,Iowa,Franklin,9971
Midwest,Iowa,Fremont,6729
Midwest,Iowa,Greene,8795
Midwest,Iowa,Grundy,12217
Midwest,Iowa,Guthrie,10737
Midwest,Iowa,Hamilton,14716
Midwest,Iowa,Hancock,10507
Midwest,Iowa,Hardin,16575
Midwest,Iowa,Harrison,13928
Midwest,Iowa,Henry,19697
Midwest,Iowa,Howard,9176
Midwest,Iowa,Humboldt,9473
Midwest,Iowa,Ida,6833
Midwest,Iowa,Iowa,16138
Midwest,Iowa,Jackson,19205
Midwest,Iowa,Jasper,37148
Midwest,Iowa,Jefferson,18347
Midwest,Iowa,Johnson,153740
Midwest,Iowa,Jones,20617
Midwest,Iowa,Keokuk,10085
Midwest,Iowa,Kossuth,14680
Midwest,Iowa,Lee,33480
Midwest,Iowa,Linn,227854
Midwest,Iowa,Louisa,11011
Midwest,Iowa,Lucas,8518
Midwest,Iowa,Lyon,11756
Midwest,Iowa,Madison,16521
Midwest,Iowa,Mahaska,22370
Midwest,Iowa,Marion,33168
Midwest,Iowa,Marshall,39495
Midwest,Iowa,Mills,14766
Midwest,Iowa,Mitchell,10647
Midwest,Iowa,Monona,8598
Midwest,Iowa,Monroe,7770
Midwest,Iowa,Montgomery,9935
Midwest,Iowa,Muscatine,42394
Midwest,Iowa,O'Brien,13679
Midwest,Iowa,Osceola,5987
Midwest,Iowa,Page,15073
Midwest,Iowa,Palo Alto,8845
Midwest,Iowa,Plymouth,25219
Midwest,Iowa,Pocahontas,6607
Midwest,Iowa,Polk,494281
Midwest,Iowa,Pottawattamie,93328
Midwest,Iowa,Poweshiek,18381
Midwest,Iowa,Ringgold,4801
Midwest,Iowa,Sac,9603
Midwest,Iowa,Scott,173216
Midwest,Iowa,Shelby,11430
Midwest,Iowa,Sioux,35043
Midwest,Iowa,Story,98237
Midwest,Iowa,Tama,16801
Midwest,Iowa,Taylor,6092
Midwest,Iowa,Union,12157
Midwest,Iowa,Van Buren,7069
Midwest,Iowa,Wapello,34985
Midwest,Iowa,Warren,52265
Midwest,Iowa,Washington,21992
Midwest,Iowa,Wayne,6415
Midwest,Iowa,Webster,35934
Midwest,Iowa,Winnebago,10277
Midwest,Iowa,Winneshiek,19862
Midwest,Iowa,Woodbury,103138
Midwest,Iowa,Worth,7359
Midwest,Iowa,Wright,12416
Midwest,Kansas,Allen,12399
Midwest,Kansas,Anderson,7949
Midwest,Kansas,Atchison,16015
Midwest,Kansas,Barber,4358
Midwest,Kansas,Barton,25658
Midwest,Kansas,Bourbon,14435
Midwest,Kansas,Brown,9482
Midwest,Kansas,Butler,66992
Midwest,Kansas,Chase,2586
Midwest,Kansas,Chautauqua,3230
Midwest,Kansas,Cherokee,19681
Midwest,Kansas,Cheyenne,2600
Midwest,Kansas,Clark,1963
Midwest,Kansas,Clay,8025
Midwest,Kansas,Cloud,8642
Midwest,Kansas,Coffey,8158
Midwest,Kansas,Comanche,1690
Midwest,Kansas,Cowley,34628
Midwest,Kansas,Crawford,38730
Midwest,Kansas,Decatur,2776
Midwest,Kansas,Dickinson,18266
Midwest,Kansas,Doniphan,7496
Midwest,Kansas,Douglas,122530
Midwest,Kansas,Edwards,2750
Midwest,Kansas,Elk,2507
Midwest,Kansas,Ellis,28671
Midwest,Kansas,Ellsworth,6034
Midwest,Kansas,Finney,35917
Midwest,Kansas,Ford,33094
Midwest,Kansas,Franklin,25703
Midwest,Kansas,Geary,32218
Midwest,Kansas,Gove,2621
Midwest,Kansas,Graham,2389
Midwest,Kansas,Grant,7077
Midwest,Kansas,Gray,5954
Midwest,Kansas,Greeley,1196
Midwest,Kansas,Greenwood,5868
Midwest,Kansas,Hamilton,2425
Midwest,Kansas,Harper,5336
Midwest,Kansas,Harvey,34291
Midwest,Kansas,Haskell,3923
Midwest,Kansas,Hodgeman,1779
Midwest,Kansas,Jackson,13171
Midwest,Kansas,Jefferson,19032
Midwest,Kansas,Jewell,2833
Midwest,Kansas,Johnson,607220
Midwest,Kansas,Kearny,3745
Midwest,Kansas,Kingman,6974
Midwest,Kansas,Kiowa,2456
Midwest,Kansas,Labette,19586
Midwest,Kansas,Lane,1518
Midwest,Kansas,Leavenworth,82246
Midwest,Kansas,Lincoln,2986
Midwest,Kansas,Linn,9654
Midwest,Kansas,Logan,2732
Midwest,Kansas,Lyon,33045
Midwest,Kansas,McPherson,28448
Midwest,Kansas,Marion,11652
Midwest,Kansas,Marshall,9652
Midwest,Kansas,Meade,4029
Midwest,Kansas,Miami,34334
Midwest,Kansas,Mitchell,5879
Midwest,Kansas,Montgomery,31502
Midwest,Kansas,Morris,5559
Midwest,Kansas,Morton,2538
Midwest,Kansas,Nemaha,10121
Midwest,Kansas,Neosho,15929
Midwest,Kansas,Ness,2768
Midwest,Kansas,Norton,5328
Midwest,Kansas,Osage,15770
Midwest,Kansas,Osborne,3439
Midwest,Kansas,Ottawa,5712
Midwest,Kansas,Pawnee,6366
Midwest,Kansas,Phillips,5181
Midwest,Kansas,Pottawatomie,24722
Midwest,Kansas,Pratt,9127
Midwest,Kansas,Rawlins,2511
Midwest,Kansas,Reno,61793
Midwest,Kansas,Republic,4536
Midwest,Kansas,Rice,9362
Midwest,Kansas,Riley,73202
Midwest,Kansas,Rooks,4827
Midwest,Kansas,Rush,2947
Midwest,Kansas,Russell,6804
Midwest,Kansas,Saline,53926
Midwest,Kansas,Scott,4790
Midwest,Kansas,Sedgwick,519907
Midwest,Kansas,Seward,21038
Midwest,Kansas,Shawnee,175999
Midwest,Kansas,Sheridan,2520
Midwest,Kansas,Sherman,5777
Midwest,Kansas,Smith,3544
Midwest,Kansas,Stafford,4046
Midwest,Kansas,Stanton,1969
Midwest,Kansas,Stevens,5388
Midwest,Kansas,Sumner,22578
Midwest,Kansas,Thomas,7702
Midwest,Kansas,Trego,2758
Midwest,Kansas,Wabaunsee,6906
Midwest,Kansas,Wallace,1536
Midwest,Kansas,Washington,5427
Midwest,Kansas,Wichita,2074
Midwest,Kansas,Wilson,8362
Midwest,Kansas,Woodson,3015
Midwest,Kansas,Wyandotte,165265
South,Kentucky,Adair,19555
South,Kentucky,Allen,21303
South,Kentucky,Anderson,22833
South,Kentucky,Ballard,7769
South,Kentucky,Barren,44300
South,Kentucky,Bath,12481
South,Kentucky,Bell,25482
South,Kentucky,Boone,135396
South,Kentucky,Bourbon,19901
South,Kentucky,Boyd,46516
South,Kentucky,Boyle,30367
South,Kentucky,Bracken,8286
South,Kentucky,Breathitt,12550
South,Kentucky,Breckinridge,20537
South,Kentucky,Bullitt,82182
South,Kentucky,Butler,12703
South,Kentucky,Caldwell,12687
South,Kentucky,Calloway,39300
South,Kentucky,Campbell,94020
South,Kentucky,Carlisle,4692
South,Kentucky,Carroll,10730
South,Kentucky,Carter,26542
South,Kentucky,Casey,16066
South,Kentucky,Christian,71478
South,Kentucky,Clark,36463
South,Kentucky,Clay,19631
South,Kentucky,Clinton,10110
South,Kentucky,Crittenden,8847
South,Kentucky,Cumberland,6523
South,Kentucky,Daviess,101978
South,Kentucky,Edmonson,12235
South,Kentucky,Elliott,7372
South,Kentucky,Estill,14109
South,Kentucky,Fayette,324735
South,Kentucky,Fleming,14603
South,Kentucky,Floyd,34974
South,Kentucky,Franklin,51118
South,Kentucky,Fulton,5952
South,Kentucky,Gallatin,8779
South,Kentucky,Garrard,17719
South,Kentucky,Grant,25387
South,Kentucky,Graves,36818
South,Kentucky,Grayson,26480
South,Kentucky,Green,10995
South,Kentucky,Greenup,34865
South,Kentucky,Hancock,8742
South,Kentucky,Hardin,111309
South,Kentucky,Harlan,25566
South,Kentucky,Harrison,18920
South,Kentucky,Hart,19013
South,Kentucky,Henderson,44740
South,Kentucky,Henry,16067
South,Kentucky,Hickman,4364
South,Kentucky,Hopkins,44662
South,Kentucky,Jackson,13340
South,Kentucky,Jefferson,767452
South,Kentucky,Jessamine,54057
South,Kentucky,Johnson,22002
South,Kentucky,Kenton,167949
South,Kentucky,Knott,14512
South,Kentucky,Knox,31022
South,Kentucky,Larue,14431
South,Kentucky,Laurel,61238
South,Kentucky,Lawrence,15436
South,Kentucky,Lee,7268
South,Kentucky,Leslie,9637
South,Kentucky,Letcher,21213
South,Kentucky,Lewis,13262
South,Kentucky,Lincoln,24466
South,Kentucky,Livingston,9041
South,Kentucky,Logan,27416
South,Kentucky,Lyon,8133
South,Kentucky,McCracken,65644
South,Kentucky,McCreary,17071
South,Kentucky,McLean,9075
South,Kentucky,Madison,94265
South,Kentucky,Magoffin,12017
South,Kentucky,Marion,19314
South,Kentucky,Marshall,31163
South,Kentucky,Martin,11031
South,Kentucky,Mason,17035
South,Kentucky,Meade,28616
South,Kentucky,Menifee,6502
South,Kentucky,Mercer,21889
South,Kentucky,Metcalfe,10058
South,Kentucky,Monroe,10549
South,Kentucky,Montgomery,28186
South,Kentucky,Morgan,13142
South,Kentucky,Muhlenberg,30457
South,Kentucky,Nelson,46450
South,Kentucky,Nicholas,7234
South,Kentucky,Ohio,23899
South,Kentucky,Oldham,66999
South,Kentucky,Owen,11017
South,Kentucky,Owsley,4331
South,Kentucky,Pendleton,14586
South,Kentucky,Perry,25456
South,Kentucky,Pike,57057
South,Kentucky,Powell,12218
South,Kentucky,Pulaski,65530
South,Kentucky,Robertson,2136
South,Kentucky,Rockcastle,16750
South,Kentucky,Rowan,24682
South,Kentucky,Russell,17998
South,Kentucky,Scott,58470
South,Kentucky,Shelby,49611
South,Kentucky,Simpson,18635
South,Kentucky,Spencer,19585
South,Kentucky,Taylor,25707
South,Kentucky,Todd,12448
South,Kentucky,Trigg,14776
South,Kentucky,Trimble,8481
South,Kentucky,Union,14443
South,Kentucky,Warren,134510
South,Kentucky,Washington,12147
South,Kentucky,Wayne,20209
South,Kentucky,Webster,12923
South,Kentucky,Whitley,36451
South,Kentucky,Wolfe,7106
South,Kentucky,Woodford,26765
South,Louisiana,Acadia Parish,61918
South,Louisiana,Allen Parish,25440
South,Louisiana,Ascension Parish,128665
South,Louisiana,Assumption Parish,21621
South,Louisiana,Avoyelles Parish,39966
South,Louisiana,Beauregard Parish,37881
South,Louisiana,Bienville Parish,12983
South,Louisiana,Bossier Parish,127275
South,Louisiana,Caddo Parish,237479
South,Louisiana,Calcasieu Parish,203310
South,Louisiana,Caldwell Parish,9839
South,Louisiana,Cameron Parish,7003
South,Louisiana,Catahoula Parish,9226
South,Louisiana,Claiborne Parish,15508
South,Louisiana,Concordia Parish,18914
South,Louisiana,De Soto Parish,27650
South,Louisiana,East Baton Rouge Parish,439729
South,Louisiana,East Carroll Parish,6589
South,Louisiana,East Feliciana Parish,18882
South,Louisiana,Evangeline Parish,33276
South,Louisiana,Franklin Parish,19723
South,Louisiana,Grant Parish,22254
South,Louisiana,Iberia Parish,68991
South,Louisiana,Iberville Parish,32070
South,Louisiana,Jackson Parish,15574
South,Louisiana,Jefferson Parish,432346
South,Louisiana,Jefferson Davis Parish,31208
South,Louisiana,Lafayette Parish,246518
South,Louisiana,Lafourche Parish,97596
South,Louisiana,LaSalle Parish,15021
South,Louisiana,Lincoln Parish,46552
South,Louisiana,Livingston Parish,143737
South,Louisiana,Madison Parish,10635
South,Louisiana,Morehouse Parish,24227
South,Louisiana,Natchitoches Parish,37655
South,Louisiana,Orleans Parish,389476
South,Louisiana,Ouachita Parish,152439
South,Louisiana,Plaquemines Parish,23113
South,Louisiana,Pointe Coupee Parish,21529
South,Louisiana,Rapides Parish,128567
South,Louisiana,Red River Parish,8286
South,Louisiana,Richland Parish,20014
South,Louisiana,Sabine Parish,23803
South,Louisiana,St. Bernard Parish,47647
South,Louisiana,St. Charles Parish,52987
South,Louisiana,St. Helena Parish,10081
South,Louisiana,St. James Parish,20727
South,Louisiana,St. John the Baptist Parish,42516
South,Louisiana,St. Landry Parish,81440
South,Louisiana,St. Martin Parish,52954
South,Louisiana,St. Mary Parish,48330
South,Louisiana,St. Tammany Parish,263446
South,Louisiana,Tangipahoa Parish,136765
South,Louisiana,Tensas Parish,4178
South,Louisiana,Terrebonne Parish,109859
South,Louisiana,Union Parish,22170
South,Louisiana,Vermilion Parish,59378
South,Louisiana,Vernon Parish,47894
South,Louisiana,Washington Parish,45773
South,Louisiana,Webster Parish,37943
South,Louisiana,West Baton Rouge Parish,26792
South,Louisiana,West Carroll Parish,10646
South,Louisiana,West Feliciana Parish,15465
South,Louisiana,Winn Parish,13839
Northeast,Maine,Androscoggin,108547
Northeast,Maine,Aroostook,66804
Northeast,Maine,Cumberland,298111
Northeast,Maine,Franklin,29986
Northeast,Maine,Hancock,55088
Northeast,Maine,Kennebec,122955
Northeast,Maine,Knox,39951
Northeast,Maine,Lincoln,34775
Northeast,Maine,Oxford,58132
Northeast,Maine,Penobscot,151655
Northeast,Maine,Piscataquis,16996
Northeast,Maine,Sagadahoc,36044
Northeast,Maine,Somerset,50635
Northeast,Maine,Waldo,39923
Northeast,Maine,Washington,31473
Northeast,Maine,York,209066
South,Maryland,Allegany,70057
South,Maryland,Anne Arundel,582777
South,Maryland,Baltimore,826017
South,Maryland,Calvert,93072
South,Maryland,Caroline,33492
South,Maryland,Carroll,169092
South,Maryland,Cecil,103419
South,Maryland,Charles,164436
South,Maryland,Dorchester,31853
South,Maryland,Frederick,265161
South,Maryland,Garrett,28852
South,Maryland,Harford,256805
South,Maryland,Howard,328200
South,Maryland,Kent,19192
South,Maryland,Montgomery,1051816
South,Maryland,Prince George's,909612
South,Maryland,Queen Anne's,51167
South,Maryland,St. Mary's,114687
South,Maryland,Somerset,25453
South,Maryland,Talbot,36972
South,Maryland,Washington,151146
South,Maryland,Wicomico,103990
South,Maryland,Worcester,52403
South,Maryland,Baltimore city,586131
Northeast,Massachusetts,Barnstable,213164
Northeast,Massachusetts,Berkshire,124571
Northeast,Massachusetts,Bristol,566765
Northeast,Massachusetts,Dukes,17461
Northeast,Massachusetts,Essex,791263
Northeast,Massachusetts,Franklin,70267
Northeast,Massachusetts,Hampden,463986
Northeast,Massachusetts,Hampshire,161401
Northeast,Massachusetts,Middlesex,1609379
Northeast,Massachusetts,Nantucket,11376
Northeast,Massachusetts,Norfolk,709409
Northeast,Massachusetts,Plymouth,523738
Northeast,Massachusetts,Suffolk,801582
Northeast,Massachusetts,Worcester,829212
Midwest,Michigan,Alcona,10505
Midwest,Michigan,Alger,9015
Midwest,Michigan,Allegan,118927
Midwest,Michigan,Alpena,28238
Midwest,Michigan,Antrim,23449
Midwest,Michigan,Arenac,14953
Midwest,Michigan,Baraga,8164
Midwest,Michigan,Barry,62061
Midwest,Michigan,Bay,102387
Midwest,Michigan,Benzie,17852
Midwest,Michigan,Berrien,153025
Midwest,Michigan,Branch,43424
Midwest,Michigan,Calhoun,133580
Midwest,Michigan,Cass,51584
Midwest,Michigan,Charlevoix,26105
Midwest,Michigan,Cheboygan,25365
Midwest,Michigan,Chippewa,36958
Midwest,Michigan,Clare,30771
Midwest,Michigan,Clinton,79753
Midwest,Michigan,Crawford,13981
Midwest,Michigan,Delta,35612
Midwest,Michigan,Dickinson,25112
Midwest,Michigan,Eaton,110148
Midwest,Michigan,Emmet,33342
Midwest,Michigan,Genesee,404794
Midwest,Michigan,Gladwin,25424
Midwest,Michigan,Gogebic,13842
Midwest,Michigan,Grand Traverse,93592
Midwest,Michigan,Gratiot,40283
Midwest,Michigan,Hillsdale,45658
Midwest,Michigan,Houghton,35126
Midwest,Michigan,Huron,30653
Midwest,Michigan,Ingham,290609
Midwest,Michigan,Ionia,64553
Midwest,Michigan,Iosco,25140
Midwest,Michigan,Iron,11066
Midwest,Michigan,Isabella,69504
Midwest,Michigan,Jackson,156920
Midwest,Michigan,Kalamazoo,265988
Midwest,Michigan,Kalkaska,18003
Midwest,Michigan,Kent,658708
Midwest,Michigan,Keweenaw,2119
Midwest,Michigan,Lake,11587
Midwest,Michigan,Lapeer,87635
Midwest,Michigan,Leelanau,21743
Midwest,Michigan,Lenawee,97808
Midwest,Michigan,Livingston,192335
Midwest,Michigan,Luce,6126
Midwest,Michigan,Mackinac,10839
Midwest,Michigan,Macomb,870791
Midwest,Michigan,Manistee,24738
Midwest,Michigan,Marquette,65834
Midwest,Michigan,Mason,29164
Midwest,Michigan,Mecosta,43907
Midwest,Michigan,Menominee,22608
Midwest,Michigan,Midland,83441
Midwest,Michigan,Missaukee,15152
Midwest,Michigan,Monroe,150568
Midwest,Michigan,Montcalm,63476
Midwest,Michigan,Montmorency,9337
Midwest,Michigan,Muskegon,173883
Midwest,Michigan,Newaygo,49348
Midwest,Michigan,Oakland,1253459
Midwest,Michigan,Oceana,26819
Midwest,Michigan,Ogemaw,20923
Midwest,Michigan,Ontonagon,5656
Midwest,Michigan,Osceola,23466
Midwest,Michigan,Oscoda,8368
Midwest,Michigan,Otsego,24765
Midwest,Michigan,Ottawa,294635
Midwest,Michigan,Presque Isle,12665
Midwest,Michigan,Roscommon,23986
Midwest,Michigan,Saginaw,189868
Midwest,Michigan,St. Clair,159293
Midwest,Michigan,St. Joseph,60848
Midwest,Michigan,Sanilac,40747
Midwest,Michigan,Schoolcraft,8104
Midwest,Michigan,Shiawassee,67738
Midwest,Michigan,Tuscola,52289
Midwest,Michigan,Van Buren,75474
Midwest,Michigan,Washtenaw,366473
Midwest,Michigan,Wayne,1740623
Midwest,Michigan,Wexford,33743
Midwest,Minnesota,Aitkin,15848
Midwest,Minnesota,Anoka,359921
Midwest,Minnesota,Becker,34456
Midwest,Minnesota,Beltrami,47442
Midwest,Minnesota,Benton,40958
Midwest,Minnesota,Big Stone,4923
Midwest,Minnesota,Blue Earth,68241
Midwest,Minnesota,Brown,24846
Midwest,Minnesota,Carlton,35769
Midwest,Minnesota,Carver,106565
Midwest,Minnesota,Cass,29928
Midwest,Minnesota,Chippewa,11758
Midwest,Minnesota,Chisago,56794
Midwest,Minnesota,Clay,64690
Midwest,Minnesota,Clearwater,9017
Midwest,Minnesota,Cook,5417
Midwest,Minnesota,Cottonwood,11242
Midwest,Minnesota,Crow Wing,65644
Midwest,Minnesota,Dakota,431807
Midwest,Minnesota,Dodge,20987
Midwest,Minnesota,Douglas,38328
Midwest,Minnesota,Faribault,13601
Midwest,Minnesota,Fillmore,21135
Midwest,Minnesota,Freeborn,30364
Midwest,Minnesota,Goodhue,46318
Midwest,Minnesota,Grant,6026
Midwest,Minnesota,Hennepin,1268408
Midwest,Minnesota,Houston,18632
Midwest,Minnesota,Hubbard,21783
Midwest,Minnesota,Isanti,41429
Midwest,Minnesota,Itasca,45268
Midwest,Minnesota,Jackson,9768
Midwest,Minnesota,Kanabec,16416
Midwest,Minnesota,Kandiyohi,43130
Midwest,Minnesota,Kittson,4214
Midwest,Minnesota,Koochiching,12059
Midwest,Minnesota,Lac qui Parle,6527
Midwest,Minnesota,Lake,10639
Midwest,Minnesota,Lake of the Woods,3754
Midwest,Minnesota,Le Sueur,28741
Midwest,Minnesota,Lincoln,5568
Midwest,Minnesota,Lyon,25271
Midwest,Minnesota,McLeod,35710
Midwest,Minnesota,Mahnomen,5473
Midwest,Minnesota,Marshall,9321
Midwest,Minnesota,Martin,19484
Midwest,Minnesota,Meeker,23341
Midwest,Minnesota,Mille Lacs,26146
Midwest,Minnesota,Morrison,33187
Midwest,Minnesota,Mower,40150
Midwest,Minnesota,Murray,8155
Midwest,Minnesota,Nicollet,34482
Midwest,Minnesota,Nobles,21400
Midwest,Minnesota,Norman,6338
Midwest,Minnesota,Olmsted,159298
Midwest,Minnesota,Otter Tail,58741
Midwest,Minnesota,Pennington,13874
Midwest,Minnesota,Pine,29359
Midwest,Minnesota,Pipestone,9121
Midwest,Minnesota,Polk,30900
Midwest,Minnesota,Pope,11277
Midwest,Minnesota,Ramsey,547903
Midwest,Minnesota,Red Lake,4046
Midwest,Minnesota,Redwood,15079
Midwest,Minnesota,Renville,14403
Midwest,Minnesota,Rice,67084
Midwest,Minnesota,Rock,9301
Midwest,Minnesota,Roseau,15117
Midwest,Minnesota,St. Louis,198538
Midwest,Minnesota,Scott,150689
Midwest,Minnesota,Sherburne,98811
Midwest,Minnesota,Sibley,14715
Midwest,Minnesota,Stearns,162038
Midwest,Minnesota,Steele,36596
Midwest,Minnesota,Stevens,9765
Midwest,Minnesota,Swift,9176
Midwest,Minnesota,Todd,24732
Midwest,Minnesota,Traverse,3218
Midwest,Minnesota,Wabasha,21642
Midwest,Minnesota,Wadena,13807
Midwest,Minnesota,Waseca,18550
Midwest,Minnesota,Washington,265476
Midwest,Minnesota,Watonwan,10792
Midwest,Minnesota,Wilkin,6161
Midwest,Minnesota,Winona,50485
Midwest,Minnesota,Wright,140249
Midwest,Minnesota,Yellow Medicine,9580
South,Mississippi,Adams,30275
South,Mississippi,Alcorn,36889
South,Mississippi,Amite,12205
South,Mississippi,Attala,18004
South,Mississippi,Benton,8351
South,Mississippi,Bolivar,30142
South,Mississippi,Calhoun,14241
South,Mississippi,Carroll,9732
South,Mississippi,Chickasaw,16951
South,Mississippi,Choctaw,8063
South,Mississippi,Claiborne,8911
South,Mississippi,Clarke,15299
South,Mississippi,Clay,19352
South,Mississippi,Coahoma,21564
South,Mississippi,Copiah,27933
South,Mississippi,Covington,18518
South,Mississippi,DeSoto,188275
South,Mississippi,Forrest,75009
South,Mississippi,Franklin,7657
South,Mississippi,George,24425
South,Mississippi,Greene,13477
South,Mississippi,Grenada,20610
South,Mississippi,Hancock,48000
South,Mississippi,Harrison,208801
South,Mississippi,Hinds,227966
South,Mississippi,Holmes,16726
South,Mississippi,Humphreys,7827
South,Mississippi,Issaquena,1220
South,Mississippi,Itawamba,23261
South,Mississippi,Jackson,143802
South,Mississippi,Jasper,16332
South,Mississippi,Jefferson,6997
South,Mississippi,Jefferson Davis,10890
South,Mississippi,Jones,67993
South,Mississippi,Kemper,9521
South,Mississippi,Lafayette,54408
South,Mississippi,Lamar,64165
South,Mississippi,Lauderdale,73751
South,Mississippi,Lawrence,12480
South,Mississippi,Leake,22741
South,Mississippi,Lee,85466
South,Mississippi,Leflore,27854
South,Mississippi,Lincoln,33936
South,Mississippi,Lowndes,58309
South,Mississippi,Madison,106871
South,Mississippi,Marion,24441
South,Mississippi,Marshall,35301
South,Mississippi,Monroe,35123
South,Mississippi,Montgomery,9661
South,Mississippi,Neshoba,28996
South,Mississippi,Newton,20866
South,Mississippi,Noxubee,10236
South,Mississippi,Oktibbeha,49789
South,Mississippi,Panola,33848
South,Mississippi,Pearl River,55876
South,Mississippi,Perry,11862
South,Mississippi,Pike,38997
South,Mississippi,Pontotoc,32461
South,Mississippi,Prentiss,25013
South,Mississippi,Quitman,6760
South,Mississippi,Rankin,155975
South,Mississippi,Scott,28061
South,Mississippi,Sharkey,4160
South,Mississippi,Simpson,26629
South,Mississippi,Smith,15779
South,Mississippi,Stone,18360
South,Mississippi,Sunflower,24740
South,Mississippi,Tallahatchie,13707
South,Mississippi,Tate,28539
South,Mississippi,Tippah,21748
South,Mississippi,Tishomingo,19275
South,Mississippi,Tunica,9392
South,Mississippi,Union,28866
South,Mississippi,Walthall,14294
South,Mississippi,Warren,44841
South,Mississippi,Washington,42837
South,Mississippi,Wayne,20317
South,Mississippi,Webster,9676
South,Mississippi,Wilkinson,8351
South,Mississippi,Winston,17845
South,Mississippi,Yalobusha,11982
South,Mississippi,Yazoo,26982
Midwest,Missouri,Adair,25399
Midwest,Missouri,Andrew,17586
Midwest,Missouri,Atchison,5096
Midwest,Missouri,Audrain,24835
Midwest,Missouri,Barry,35818
Midwest,Missouri,Barton,11592
Midwest,Missouri,Bates,16242
Midwest,Missouri,Benton,19627
Midwest,Missouri,Bollinger,12111
Midwest,Missouri,Boone,182991
Midwest,Missouri,Buchanan,86530
Midwest,Missouri,Butler,42178
Midwest,Missouri,Caldwell,9051
Midwest,Missouri,Callaway,44887
Midwest,Missouri,Camden,46414
Midwest,Missouri,Cape Girardeau,79512
Midwest,Missouri,Carroll,8554
Midwest,Missouri,Carter,5991
Midwest,Missouri,Cass,106806
Midwest,Missouri,Cedar,14322
Midwest,Missouri,Chariton,7360
Midwest,Missouri,Christian,90655
Midwest,Missouri,Clark,6830
Midwest,Missouri,Clay,253463
Midwest,Missouri,Clinton,20553
Midwest,Missouri,Cole,76191
Midwest,Missouri,Cooper,17102
Midwest,Missouri,Crawford,23739
Midwest,Missouri,Dade,7568
Midwest,Missouri,Dallas,17219
Midwest,Missouri,Daviess,8283
Midwest,Missouri,DeKalb,10944
Midwest,Missouri,Dent,15481
Midwest,Missouri,Douglas,13344
Midwest,Missouri,Dunklin,28878
Midwest,Missouri,Franklin,104469
Midwest,Missouri,Gasconade,14566
Midwest,Missouri,Gentry,6484
Midwest,Missouri,Greene,294997
Midwest,Missouri,Grundy,9595
Midwest,Missouri,Harrison,8321
Midwest,Missouri,Henry,22076
Midwest,Missouri,Hickory,9586
Midwest,Missouri,Holt,4232
Midwest,Missouri,Howard,10001
Midwest,Missouri,Howell,40262
Midwest,Missouri,Iron,10098
Midwest,Missouri,Jackson,705925
Midwest,Missouri,Jasper,121648
Midwest,Missouri,Jefferson,226543
Midwest,Missouri,Johnson,54219
Midwest,Missouri,Knox,3940
Midwest,Missouri,Laclede,35895
Midwest,Missouri,Lafayette,33006
Midwest,Missouri,Lawrence,38175
Midwest,Missouri,Lewis,9810
Midwest,Missouri,Lincoln,60119
Midwest,Missouri,Linn,11830
Midwest,Missouri,Livingston,14413
Midwest,Missouri,McDonald,22900
Midwest,Missouri,Macon,15095
Midwest,Missouri,Madison,12113
Midwest,Missouri,Maries,8795
Midwest,Missouri,Marion,28423
Midwest,Missouri,Mercer,3558
Midwest,Missouri,Miller,25791
Midwest,Missouri,Mississippi,12691
Midwest,Missouri,Moniteau,15585
Midwest,Missouri,Monroe,8672
Midwest,Missouri,Montgomery,11294
Midwest,Missouri,Morgan,20716
Midwest,Missouri,New Madrid,16693
Midwest,Missouri,Newton,58451
Midwest,Missouri,Nodaway,21743
Midwest,Missouri,Oregon,10411
Midwest,Missouri,Osage,13535
Midwest,Missouri,Ozark,9083
Midwest,Missouri,Pemiscot,15600
Midwest,Missouri,Perry,19194
Midwest,Missouri,Pettis,42490
Midwest,Missouri,Phelps,44414
Midwest,Missouri,Pike,17552
Midwest,Missouri,Platte,106532
Midwest,Missouri,Polk,32490
Midwest,Missouri,Pulaski,52709
Midwest,Missouri,Putnam,4688
Midwest,Missouri,Ralls,10299
Midwest,Missouri,Randolph,24409
Midwest,Missouri,Ray,22915
Midwest,Missouri,Reynolds,6198
Midwest,Missouri,Ripley,13300
Midwest,Missouri,St. Charles,406204
Midwest,Missouri,St. Clair,9689
Midwest,Missouri,Ste. Genevieve,17924
Midwest,Missouri,St. Francois,66485
Midwest,Missouri,St. Louis,994020
Midwest,Missouri,Saline,22858
Midwest,Missouri,Schuyler,4534
Midwest,Missouri,Scotland,4871
